case_number,court_division,court_location,disposition,disposition_date,disposition_found,duration,execution,file_date,hasAttyD,hasAttyP,inhad,inhap,initiating_action,isEntityD,isEntityP,judgment,judgment_for,judgment_for_pdu,judgment_total,latest_docket_date,property_address_city,property_address_state,property_address_zip,reason
2125SU000017,barnstable district,Virtual Case Management Conference,Pending,,,,,3/22/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,3/22/2021,Yarmouth Port,MA,02675,non-payment
2125SU000018,barnstable district,Virtual Case Management Conference,Pending,,,,,3/22/2021,1,1,1,1,Summary Process - Residential (c239),0,0,,,,,3/31/2021,Hyannis,MA,02601,unknown/other
2125SU000019,barnstable district,Virtual Case Management Conference,Pending,,,,,3/22/2021,0,1,0,1,Summary Process Residential Non-payment of Rent,0,0,,,,,3/22/2021,Sandwich,MA,02563,non-payment
2125SU000020,barnstable district,Virtual Case Management Conference,Pending,,,,,3/29/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,4/9/2021,Centerville,MA,02632,non-payment
2125SU000021,barnstable district,Virtual Case Management Conference,Pending,,,,,4/5/2021,0,1,0,1,Summary Process Residential Non-payment of Rent,0,0,,,,,4/5/2021,Centerville,MA,02632,non-payment
2125SU000022,barnstable district,Virtual Case Management Conference,Pending,,,,,4/5/2021,1,1,1,1,Summary Process Residential Non-payment of Rent,0,0,,,,,4/14/2021,Marstons Mills,MA,02648,non-payment
2125SU000023,barnstable district,Virtual Case Management Conference,Pending,,,,,4/5/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,4/8/2021,Osterville,MA,02655,non-payment
2125SU000024,barnstable district,,Pending,,,,,4/5/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,4/7/2021,West Yarmouth,MA,02673,non-payment
2125SU000025,barnstable district,Virtual Case Management Conference,Pending,,,,,4/12/2021,0,1,1,0,Summary Process Residential Non-payment of Rent,0,1,,,,,4/16/2021,West Yarmouth,MA,02673,non-payment
2125SU000026,barnstable district,Virtual Case Management Conference,Pending,,,,,4/12/2021,0,1,1,0,Summary Process Residential Non-payment of Rent,0,1,,,,,4/12/2021,West Yarmouth,MA,02673,non-payment
2125SU000027,barnstable district,Virtual Case Management Conference,Pending,,,,,4/20/2021,0,1,0,1,Summary Process - Residential (c239),0,0,,,,,4/30/2021,South Yarmouth,MA,02664,unknown/other
2125SU000028,barnstable district,Virtual Case Management Conference,Pending,,,,,4/26/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,5/5/2021,Hyannis,MA,02601,non-payment
2125SU000029,barnstable district,Virtual Case Management Conference,Pending,,,,,5/10/2021,0,1,1,0,Summary Process - Residential (c239),0,1,,,,,5/10/2021,South Yarmouth,MA,02664,unknown/other
2125SU000030,barnstable district,Virtual Case Management Conference,Pending,,,,,5/10/2021,1,1,1,1,Summary Process Residential Non-payment of Rent,0,0,,,,,5/14/2021,South Yarmouth,MA,02664,non-payment
2125SU000031,barnstable district,Virtual Case Management Conference,Pending,,,,,6/1/2021,0,1,1,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,6/1/2021,South Yarmouth,MA,02664,cause
2125SU000032,barnstable district,Virtual Case Management Conference,Pending,,,,,6/1/2021,0,1,1,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,6/1/2021,South Yarmouth,MA,02664,cause
2125SU000033,barnstable district,Virtual Case Management Conference,Pending,,,,,6/7/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,6/7/2021,Marstons Mills,MA,02648,non-payment
2125SU000034,barnstable district,Virtual Case Management Conference,Pending,,,,,6/14/2021,0,1,0,1,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,6/15/2021,Marstons Mills,MA,02648,cause
2125SU000036,barnstable district,Virtual Case Management Conference,Pending,,,,,6/21/2021,0,0,0,0,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,6/21/2021,West Yarmouth,MA,02673,cause
2125SU000035,barnstable district,Virtual Case Management Conference,Pending,,,,,6/28/2021,0,1,0,1,Summary Process Residential Non-payment of Rent,0,0,,,,,6/28/2021,East Sandwich,MA,02537,non-payment
2125SU000037,barnstable district,Virtual Case Management Conference,Pending,,,,,6/28/2021,0,0,0,0,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,6/28/2021,Marstons Mills,MA,02648,cause
2125SU000038,barnstable district,Virtual Case Management Conference,Pending,,,,,6/28/2021,0,0,0,0,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,6/28/2021,Hyannis,MA,02601,cause
2125SU000039,barnstable district,Virtual Case Management Conference,Pending,,,,,7/12/2021,0,1,0,1,Summary Process Residential Non-payment of Rent,0,0,,,,,7/12/2021,West Barnstable,MA,02668,non-payment
2125SU000040,barnstable district,Virtual Case Management Conference,Pending,,,,,7/12/2021,0,1,0,1,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,7/12/2021,Centerville,MA,02632,cause
2125SU000041,barnstable district,Virtual Case Management Conference,Pending,,,,,7/19/2021,0,0,0,0,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,7/19/2021,Hyannis,MA,02601,cause
2125SU000042,barnstable district,Virtual Case Management Conference,Pending,,,,,7/19/2021,0,1,0,1,Summary Process Residential Non-payment of Rent,0,0,,,,,7/19/2021,West Hyannisport,MA,02672,non-payment
2125SU000043,barnstable district,Virtual Case Management Conference,Pending,,,,,7/19/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,7/19/2021,,,,non-payment
2125SU000044,barnstable district,Virtual Case Management Conference,Pending,,,,,7/19/2021,0,1,1,0,Summary Process Residential Non-payment of Rent,0,1,,,,,7/19/2021,South Yarmouth,MA,02664,non-payment
2125SU000045,barnstable district,Virtual Case Management Conference,Pending,,,,,7/19/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,7/19/2021,,,,non-payment
2125SU000046,barnstable district,Virtual Case Management Conference,Pending,,,,,8/2/2021,0,0,0,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,8/2/2021,Hyannis,MA,02601,cause
2125SU000047,barnstable district,Virtual Case Management Conference,Pending,,,,,8/9/2021,0,1,1,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,8/20/2021,Yarmouth Port,MA,02675,cause
2125SU000048,barnstable district,Virtual Case Management Conference,Pending,,,,,8/9/2021,0,1,1,0,Summary Process Residential Non-payment of Rent,0,1,,,,,8/9/2021,South Yarmouth,MA,02664,non-payment
2125SU000049,barnstable district,Virtual Case Management Conference,Pending,,,,,8/9/2021,0,1,1,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,8/9/2021,South Yarmouth,MA,02664,cause
2125SU000050,barnstable district,Virtual Case Management Conference,Pending,,,,,8/9/2021,0,1,1,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,8/9/2021,South Yarmouth,MA,02664,cause
2125SU000051,barnstable district,Virtual Case Management Conference,Pending,,,,,8/16/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,8/16/2021,Hyannis,MA,02601,non-payment
2125SU000052,barnstable district,Virtual Case Management Conference,Pending,,,,,8/16/2021,0,1,1,0,Summary Process Residential Non-payment of Rent,0,1,,,,,8/16/2021,South Yarmouth,MA,02664,non-payment
2125SU000053,barnstable district,Virtual Case Management Conference,Pending,,,,,8/23/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,9/3/2021,Cotuit,MA,02635,non-payment
2125SU000055,barnstable district,Virtual Case Management Conference,Pending,,,,,9/13/2021,0,0,0,0,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,9/15/2021,Cotuit,MA,02635,cause
2125SU000056,barnstable district,Virtual Case Management Conference,Pending,,,,,9/13/2021,0,0,0,0,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,9/15/2021,West Yarmouth,MA,02673,cause
2125SU000057,barnstable district,Virtual Case Management Conference,Pending,,,,,9/13/2021,0,1,0,1,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,9/15/2021,Marstons Mills,MA,02648,cause
2125SU000058,barnstable district,Virtual Case Management Conference,Pending,,,,,9/13/2021,0,0,0,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,9/15/2021,Hyannis,MA,02601,cause
2125SU000059,barnstable district,Virtual Case Management Conference,Pending,,,,,9/13/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,9/24/2021,Hyannis,MA,02601,non-payment
2125SU000060,barnstable district,Motion Hearing (CV),Pending,,,,,9/27/2021,0,1,0,1,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,10/4/2021,Sandwich,MA,02563,cause
2125SU000061,barnstable district,Virtual Case Management Conference,Pending,,,,,10/12/2021,0,1,1,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,10/12/2021,Hyannis,MA,02601,cause
2125SU000062,barnstable district,Virtual Case Management Conference,Pending,,,,,10/12/2021,0,0,0,0,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,10/12/2021,West Yarmouth,MA,02673,cause
2125SU000063,barnstable district,Virtual Case Management Conference,Pending,,,,,10/12/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,10/13/2021,Hyannis,MA,02601,non-payment
2125SU000064,barnstable district,Virtual Case Management Conference,Pending,,,,,10/12/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,10/13/2021,Hyannis,MA,02601,non-payment
2125SU000065,barnstable district,Virtual Case Management Conference,Pending,,,,,10/12/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,10/13/2021,Hyannis,MA,02601,non-payment
2125SU000066,barnstable district,Virtual Case Management Conference,Pending,,,,,10/12/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,10/13/2021,Hyannis,MA,02601,non-payment
2125SU000067,barnstable district,Virtual Case Management Conference,Pending,,,,,10/18/2021,0,1,1,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,10/18/2021,Hyannis,MA,02601,cause
2008SU000002,bmc brighton,Case Management Conference - Summary Process,Pending,,,,,11/16/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,11/30/2020,Allston,MA,02134,unknown/other
2008SU000003,bmc brighton,Case Management Conference - Summary Process,Pending,,,,,11/16/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,11/30/2020,Allston,MA,02134,unknown/other
2008SU000004,bmc brighton,Case Management Conference - Summary Process,Pending,,,,,11/16/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,11/30/2020,Allston,MA,02134,unknown/other
2008SU000005,bmc brighton,Case Management Conference - Summary Process,Pending,,,,,11/16/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,11/30/2020,Allston,MA,02134,unknown/other
2008SU000009,bmc brighton,,Pending,,,,,11/30/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,11/30/2020,,,,unknown/other
2008SU000010,bmc brighton,,Pending,,,,,11/30/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,11/30/2020,,,,unknown/other
2008SU000011,bmc brighton,,Pending,,,,,12/21/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,12/23/2020,,,,unknown/other
2108SU000001,bmc brighton,,Pending,,,,,1/8/2021,0,1,1,0,Summary Process - Residential (c239),0,1,,,,,1/12/2021,,,,unknown/other
2108SU000002,bmc brighton,,Pending,,,,,1/12/2021,0,1,1,0,Summary Process - Residential (c239),0,1,,,,,1/12/2021,,,,unknown/other
2108SU000008,bmc brighton,,Pending,,,,,3/15/2021,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,3/25/2021,Brighton,MA,02135,unknown/other
2108SU000010,bmc brighton,,Pending,,,,,4/12/2021,0,1,1,0,Summary Process - Residential (c239),0,1,,,,,4/12/2021,,,,unknown/other
2108SU000011,bmc brighton,Virtual Case Management Conference,Pending,,,,,4/26/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,5/5/2021,Brighton,MA,02135,non-payment
2108SU000012,bmc brighton,,Pending,,,,,5/3/2021,0,1,1,0,Summary Process - Residential (c239),0,1,,,,,5/4/2021,,,,unknown/other
2108SU000014,bmc brighton,,Pending,,,,,7/19/2021,0,1,0,1,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,7/19/2021,,,,cause
2108SU000016,bmc brighton,,Pending,,,,,7/19/2021,0,1,0,1,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,7/19/2021,,,,cause
2108SU000018,bmc brighton,,Pending,,,,,8/23/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,1,,,,,8/24/2021,,,,non-payment
2108SU000020,bmc brighton,Case Management Conference - Summary Process,Pending,,,,,9/7/2021,0,1,1,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,9/15/2021,,,,cause
2101SU000035,bmc central,Case Management Conference - Summary Process,Pending,,,,,6/21/2021,0,1,1,0,Summary Process Residential Non-payment of Rent,0,1,,,,,6/21/2021,Boston,MA,02113,non-payment
2101SU000036,bmc central,Case Management Conference - Summary Process,Pending,,,,,6/28/2021,0,1,1,0,Summary Process - Residential-Cause other than Non payment of rent.,0,1,,,,,6/28/2021,Boston,MA,02118,cause
2101SU000040,bmc central,Hearing,Pending,,,,,7/19/2021,0,1,0,1,Summary Process Residential Non-payment of Rent,0,0,,,,,7/20/2021,Boston,MA,02113,non-payment
2101SU000042,bmc central,Hearing,Disposed on 08/13/2021,8/13/2021,Heard,11,,8/2/2021,1,1,1,1,Summary Process - Residential-Cause other than Non payment of rent.,0,1,234.60,,plaintiff,,8/13/2021,Boston,MA,02111,cause
2101SU000049,bmc central,Case Management Conference - Summary Process,Pending,,,,,8/30/2021,0,1,1,0,Summary Process Residential Non-payment of Rent,0,1,,,,,9/9/2021,Boston,MA,02113,non-payment
2101SU000053,bmc central,Case Management Conference - Summary Process,Pending,,,,,9/24/2021,0,0,0,0,Case transferred from another court or has prior manual docket - no fee due,0,0,,,,,9/24/2021,,,,unknown/other
2004SU000002,bmc charlestown,,Pending,,,,,12/14/2020,0,1,1,0,Summary Process - Residential (c239),0,1,,,,,12/14/2020,,,,unknown/other
2104SU000001,bmc charlestown,,Pending,,,,,1/13/2021,0,1,1,0,Summary Process - Residential (c239),0,1,,,,,1/11/2021,,,,unknown/other
2104SU000003,bmc charlestown,,Pending,,,,,5/17/2021,0,1,0,1,Summary Process - Residential-Cause other than Non payment of rent.,0,0,,,,,5/27/2021,,,,cause
2007SU000031,bmc dorchester,,Pending,,,,,12/15/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,12/15/2020,Dorchester,MA,02125,unknown/other
2107SU000005,bmc dorchester,,Pending,,,,,1/27/2021,0,0,0,0,Summary Process Residential Non-payment of Rent,0,0,,,,,1/27/2021,Dorchester Center,MA,02124,non-payment
2005SU000025,bmc east boston,Virtual Case Management Conference,Pending,,,,,10/26/2020,0,1,0,1,Summary Process - Residential (c239),0,0,,,,,11/19/2020,E. Boston,MA,02128-1010,unknown/other
2005SU000026,bmc east boston,Virtual Case Management Conference,Pending,,,,,10/28/2020,1,1,1,1,Summary Process - Residential (c239),0,0,,,,,12/7/2020,E. Boston,MA,02128-1010,unknown/other
2005SU000028,bmc east boston,Case Management Conference - Summary Process,Disposed on 12/04/2020,12/4/2020,Heard,21,,11/13/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,plaintiff,,12/4/2020,Winthrop,MA,02152,unknown/other
2005SU000029,bmc east boston,Case Management Conference - Summary Process,Pending,,,,,11/13/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,12/9/2020,Winthrop,MA,02152,unknown/other
2005SU000030,bmc east boston,Case Management Conference - Summary Process,Pending,,,,,11/16/2020,0,0,0,0,Summary Process - Residential (c239),0,1,,,,,12/9/2020,East Boston,MA,02128,unknown/other
2005SU000031,bmc east boston,Case Management Conference - Summary Process,Pending,,,,,11/16/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,11/25/2020,E. Boston,MA,02128-1010,unknown/other
2005SU000032,bmc east boston,Case Management Conference - Summary Process,Pending,,,,,11/16/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,12/4/2020,E. Boston,MA,02128-1010,unknown/other
2005SU000033,bmc east boston,Case Management Conference - Summary Process,Pending,,,,,11/17/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,12/3/2020,East Boston,MA,02128,unknown/other
2005SU000034,bmc east boston,Case Management Conference - Summary Process,Pending,,,,,11/20/2020,0,0,0,0,Summary Process - Residential (c239),0,0,,,,,12/3/2020,Boston,MA,02128-,unknown/other
2005SU000035,bmc east boston,Case Management Conference - Summary Process,Pending,,,,,11/24/2020,0,0,0,0,Summary Process - Residential (c239),0,1,,,,,12/3/2020,East Boston,MA,02128-2002,unknown/other
2005SU000036,bmc east boston,Case Management Conference - Summary Process,Pending,,,,,11/27/2020,0,1,0,1,Summary Process - Residential (c239),0,0,,,,,11/27/2020,Winthrop,MA,02152,unknown/other
2005SU000037,bmc east boston,Case Management Conference - Summary Process,Pending,,,,,12/3/2020,0,1,1,0,Summary Process - Residential (c239),0,1,,,,,12/21/2020,E. Boston,MA,02128-1010,unknown/other
2005SU000038,bmc east boston,Case Management Conference - Summary Process,Pending,,,,,12/4/2020,0,1,0,1,Summary Process - Residential (c239),0,0,,,,,12/23/2020,E. Boston,MA,02128-1010,unknown/other
